0.59	-0.0115754	-0.0158959	-0.186666	
0.6	-0.0144568	-0.0192562	-0.19123	
0.61	-0.0179972	-0.023338	-0.195657	
0.62	-0.022219	-0.0281632	-0.199959	
0.63	-0.0271544	-0.0337509	-0.204136	
0.64	-0.0328451	-0.0401371	-0.208204	
0.65	-0.0393374	-0.0473589	-0.212172	
0.66	-0.0466784	-0.0554542	-0.216051	
0.67	-0.0552576	-0.0640727	-0.219859	
0.68	-0.0672543	-0.071211	-0.22361	
0.69	-0.0826354	-0.0767168	-0.227362	
0.7	-0.0847933	-0.0722566	-0.229827	
0.71	-0.0851959	-0.0624298	-0.231163	
0.72	-0.0785553	-0.0589465	-0.233098	
0.73	-0.0715233	-0.0627532	-0.237599	
0.74	-0.0687416	-0.0651205	-0.242244	
0.75	-0.0690931	-0.0667171	-0.246885	
0.76	-0.0715503	-0.0694423	-0.251266	
0.77	-0.0754808	-0.0734995	-0.254599	
0.78	-0.0756079	-0.07531	-0.255661	
0.79	-0.0729529	-0.0728407	-0.255241	
0.8	-0.0701583	-0.071754	-0.25508	
0.81	-0.0685676	-0.0687222	-0.254252	
0.82	-0.066456	-0.0659191	-0.254442	
0.83	-0.0643976	-0.0635441	-0.254392	
0.84	-0.0624054	-0.0614592	-0.254066	
0.85	-0.0604944	-0.0595928	-0.253424	
0.86	-0.058695	-0.0579605	-0.252454	
0.87	-0.0569798	-0.0564491	-0.251369	
0.88	-0.0551541	-0.0549158	-0.249977	
0.89	-0.0530055	-0.0530006	-0.248285	
0.9	-0.0495542	-0.0516028	-0.246509	
0.91	-0.0459506	-0.0502629	-0.244675	
0.92	-0.0400876	-0.0499161	-0.242682	
0.93	-0.0353247	-0.0489304	-0.23998	
0.94	-0.0289319	-0.04861	-0.237116	
0.95	-0.0193279	-0.0496108	-0.234073	
0.96	-0.00653293	-0.0518169	-0.230634	
0.97	0.00345455	-0.0523532	-0.225424	
0.98	0.00678766	-0.0525816	-0.222212	
0.99	0.00527273	-0.0521625	-0.222829	
1	0.00192471	-0.0498531	-0.22234	
1.01	-0.00195896	-0.049293	-0.220098	
1.02	-0.00170728	-0.049761	-0.216821	
1.03	-0.00085347	-0.0501793	-0.214414	
1.04	-0.00147242	-0.0504016	-0.213824	
1.05	-0.00914275	-0.0483049	-0.208626	
1.06	-0.0140824	-0.0471594	-0.202785	
1.07	-0.0164112	-0.0463668	-0.197535	
1.08	-0.0188594	-0.045838	-0.192711	
1.09	-0.0193252	-0.0459063	-0.187791	
1.1	-0.0187443	-0.0462899	-0.182818	
1.11	-0.0175297	-0.0468759	-0.177821	
1.12	-0.015925	-0.0476305	-0.172804	
1.13	-0.0140753	-0.0485257	-0.167799	
1.14	-0.0143444	-0.0494471	-0.163477	
1.15	-0.0150591	-0.0503213	-0.158946	
1.16	-0.0157647	-0.0512335	-0.154225	
1.17	-0.0164089	-0.0521764	-0.149343	
1.18	-0.0170251	-0.0530642	-0.144312	
1.19	-0.017647	-0.0537753	-0.139202	
1.2	-0.0182081	-0.0544078	-0.133985	
1.21	-0.0187371	-0.0547927	-0.128622	
1.22	-0.0191897	-0.0547627	-0.123148	
1.23	-0.0197303	-0.0545439	-0.117524	
1.24	-0.0203759	-0.0540933	-0.111759	
1.25	-0.021142	-0.0533822	-0.105869	
1.26	-0.0220392	-0.0524199	-0.0998407	
1.27	-0.023051	-0.0512265	-0.0937095	
1.28	-0.0242291	-0.0497431	-0.0874529	
1.29	-0.0255506	-0.0480183	-0.081066	
1.3	-0.0270058	-0.0460808	-0.0745703	
1.31	-0.0286018	-0.043942	-0.0679569	
1.32	-0.030157	-0.041945	-0.0612166	
1.33	-0.0318061	-0.0398357	-0.0544064	
1.34	-0.0336016	-0.0375296	-0.0475081	
1.35	-0.0355841	-0.0349556	-0.0405411	
1.36	-0.0377856	-0.0320714	-0.0335104	
1.37	-0.0402218	-0.0288807	-0.0264064	
1.38	-0.0428909	-0.0254057	-0.0192423	
1.39	-0.0457996	-0.0216543	-0.0120095	
1.4	-0.0477929	-0.0196996	-0.00422484	
1.41	-0.05013	-0.017074	0.00304912	
1.42	-0.0530183	-0.0135818	0.0102316	
1.43	-0.0557769	-0.0104857	0.0178413	
1.44	-0.0572795	-0.00979804	0.0258717	
1.45	-0.0579112	-0.0103411	0.0338444	
1.46	-0.058518	-0.0106412	0.0410367	
1.47	-0.0591931	-0.0107231	0.048048	
1.48	-0.0598753	-0.0107104	0.0549237	
1.49	-0.0596022	-0.0122939	0.0624717	
1.5	-0.0580968	-0.0151893	0.0695628	
1.51	-0.0563097	-0.0181175	0.0761434	
1.52	-0.0545445	-0.0207009	0.0820715	
1.53	-0.0527775	-0.0230888	0.0874969	
1.54	-0.0509172	-0.0255164	0.0927868	
1.55	-0.0489077	-0.0280671	0.0979668	
1.56	-0.0466827	-0.0308367	0.103046	
1.57	-0.0442098	-0.0338518	0.107981	
1.58	-0.0414308	-0.0371868	0.112783	
1.59	-0.0382885	-0.0409074	0.117444	
1.6	-0.0347242	-0.0450766	0.121962	
1.61	-0.0306857	-0.0497494	0.126333	
1.62	-0.0262184	-0.0550478	0.130523	
1.63	-0.021143	-0.0608992	0.134567	
1.64	-0.0154824	-0.0674417	0.138449	
1.65	-0.00910398	-0.0747012	0.142216	
1.66	-0.00195145	-0.0826805	0.145876	
1.67	0.00599373	-0.0914288	0.149441	
1.68	0.014837	-0.100977	0.15293	
1.69	0.0128458	-0.104145	0.15387	
1.7	0.00917759	-0.103637	0.153959	
1.71	0.00607425	-0.101826	0.153485	
1.72	0.00479351	-0.0984032	0.152673	
1.73	0.00563375	-0.0933268	0.15194	
1.74	0.00418965	-0.0848856	0.150769	
1.75	0.00337071	-0.0766168	0.150253	
1.76	0.000799322	-0.0703312	0.149408	
1.77	-0.00256994	-0.0678616	0.14878	
1.78	-0.00472762	-0.0662033	0.148767	
1.79	-0.00575719	-0.065494	0.149385	
1.8	-0.00551321	-0.0660042	0.150086	
1.81	-0.00383933	-0.067906	0.150534	
1.82	-0.00311056	-0.068966	0.150767	
1.83	-0.00371556	-0.068283	0.150743	
1.84	-0.00424561	-0.067712	0.150471	
1.85	-0.00476167	-0.0670869	0.149936	
1.86	-0.00528392	-0.0664607	0.149159	
1.87	-0.00580357	-0.0658604	0.148177	
1.88	-0.00633356	-0.0652523	0.146981	
1.89	-0.00685009	-0.0646894	0.145569	
1.9	-0.00737744	-0.0641045	0.143947	
1.91	-0.00791563	-0.0635089	0.14211	
1.92	-0.00829405	-0.063106	0.14004	
1.93	-0.00891609	-0.0624062	0.137731	
